,track_id,average_seconds_played,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_name_x,artist_name_x,artist_id_x,genres_x,track_popularity_x,track_name_y,artist_name_y,artist_id_y,genres_y,track_popularity_y,avg_completion_rate,total_plays
2312,spotify:track:56AMYGJzxBO6p8v0wEe9de,279.906,0.845,0.631,7.0,-8.206,0.0,0.216,0.188,0.0,0.0806,0.545,111.983,4.0,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",56.0,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",56.0,0.9999964273848101,1
1537,spotify:track:3PkvYP6223QO3xlW2THd1x,279.6,0.547,0.538,11.0,-11.39,0.0,0.0567,0.473,0.0,0.0369,0.718,202.408,4.0,Would I Lie To You?,Charles & Eddie,5rIhaCHkbFVvLJpKHWwOJD,['neo soul'],63.0,Would I Lie To You?,Charles & Eddie,5rIhaCHkbFVvLJpKHWwOJD,['neo soul'],63.0,1.0,1
99,spotify:track:0DSvMPyFP1eyUVQ57B1vgF,279.572,0.755,0.181,1.0,-12.766,1.0,0.0594,0.673,0.789,0.13,0.259,90.01,4.0,Money - Instrumental,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,Money - Instrumental,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,1.0,1
1005,spotify:track:2Grb4G6t9VIqo6moKUloom,279.265,0.87,0.35,1.0,-6.082,1.0,0.277,0.00661,0.000492,0.108,0.175,74.966,4.0,Don't Come Out The House (with 21 Savage),Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,['rap'],65.0,Don't Come Out The House (with 21 Savage),Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,['rap'],65.0,1.6588653198453194,1
744,spotify:track:1i9lZvlaDdWDPyXEE95aiq,279.13,0.458,0.535,5.0,-4.854,0.0,0.0281,0.575,0.0,0.168,0.216,82.826,4.0,TELEKINESIS (feat. SZA & Future),Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",78.0,TELEKINESIS (feat. SZA & Future),Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",78.0,0.7890489180364941,2
2134,spotify:track:4kJTtFAHFg6SmkYKPYc532,278.722,0.758,0.216,11.0,-11.302,1.0,0.147,0.234,0.823,0.16,0.679,90.011,4.0,Onto Me - Instrumental,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,Onto Me - Instrumental,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,1.0,1
1853,spotify:track:48qgXl0CQUVYJVn6xv0rsP,278.567,0.911,0.583,5.0,-6.256,0.0,0.107,0.16,0.0,0.188,0.705,134.947,4.0,Nothing Changed,Quavo,0VRj0yCOv2FXJNP47XQnx5,"['atl hip hop', 'melodic rap', 'rap', 'trap']",50.0,Nothing Changed,Quavo,0VRj0yCOv2FXJNP47XQnx5,"['atl hip hop', 'melodic rap', 'rap', 'trap']",50.0,1.3990537941148407,1
1327,spotify:track:2wUwC1gBJIC05JH87v2hgN,278.5395,0.688,0.489,2.0,-7.627,0.0,0.173,0.619,0.0,0.153,0.559,85.404,5.0,Brothers (feat. Lil Durk) - Remix,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",59.0,Brothers (feat. Lil Durk) - Remix,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",59.0,1.3256210736721872,2
213,spotify:track:0UnVRlnakHYqA4bCRua63X,278.336,0.713,0.551,4.0,-7.593,0.0,0.29,0.107,3.66e-06,0.294,0.237,82.637,4.0,Backdoor,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",49.0,Backdoor,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",49.0,1.39168,1
2611,spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,278.281,0.693,0.887,1.0,-5.039,0.0,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,4.0,BREAK MY SOUL,Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['pop', 'r&b']",65.0,BREAK MY SOUL,Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['pop', 'r&b']",65.0,0.9999964065228798,1
611,spotify:track:1NF9EkR5OpMaoVWbsllcm9,278.101,0.751,0.776,9.0,-5.266,0.0,0.0357,0.223,0.0,0.0507,0.603,129.987,4.0,Under Enemy Arms,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",0.0,Under Enemy Arms,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",0.0,1.7117910649875048,1
3418,spotify:track:7p4vHnYXkxlzvfePJVpcTr,278.019,0.55,0.596,7.0,-8.214,1.0,0.134,0.162,0.00481,0.0805,0.253,165.736,4.0,Feels Like Summer,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,"['atl hip hop', 'hip hop', 'rap']",67.0,Feels Like Summer,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,"['atl hip hop', 'hip hop', 'rap']",67.0,0.9348193030356015,3
1479,spotify:track:3JBvJ9PwrYA1oeUzI3FMRI,277.865,0.73,0.772,5.0,-3.883,0.0,0.316,0.0878,0.0,0.401,0.403,147.053,4.0,Otherside of America,Meek Mill,20sxb77xiYeusSH8cVdatc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.0,Otherside of America,Meek Mill,20sxb77xiYeusSH8cVdatc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.0,1.2740081521116169,4
3141,spotify:track:72P14Y3mB5PUSEHAnBDIQ4,277.763,0.917,0.714,1.0,-6.204,1.0,0.208,0.0635,0.0,0.104,0.461,99.996,4.0,MALIBU - WITH TEE GRIZZLEY & G HERBO,YG,0A0FS04o6zMoto8OKPsDwY,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",49.0,MALIBU - WITH TEE GRIZZLEY & G HERBO,YG,0A0FS04o6zMoto8OKPsDwY,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",49.0,1.4360688453564538,1
792,spotify:track:1ogmtYEsS4ywfLIhMee5bu,277.551,0.672,0.6,0.0,-9.318,1.0,0.381,0.00822,0.0,0.0945,0.226,147.381,4.0,"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)",The Plug,5r3fI2q1YU3QyVP7oncOQ9,['uk hip hop'],43.0,"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)",The Plug,5r3fI2q1YU3QyVP7oncOQ9,['uk hip hop'],43.0,1.0,1
1688,spotify:track:3kfhS2L56Wj8fBcu7xE47H,277.533,0.541,0.659,0.0,-7.539,1.0,0.154,0.0794,0.0,0.197,0.301,102.417,5.0,Turks & Caicos (feat. 21 Savage),Rod Wave,45TgXXqMDdF8BkjA83OM7z,['florida rap'],69.0,Turks & Caicos (feat. 21 Savage),Rod Wave,45TgXXqMDdF8BkjA83OM7z,['florida rap'],69.0,1.3648313711604851,1
1388,spotify:track:35ffVv9x4mtzBh5rF1K9sP,277.359,0.85,0.731,9.0,-6.705,0.0,0.193,0.231,0.0,0.0886,0.822,134.005,4.0,CC,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",40.0,CC,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",40.0,1.069480219017506,1
2607,spotify:track:5pHJv0bgNsT9nPoK2BjNBn,276.4115,0.943,0.763,5.0,-5.568,0.0,0.158,0.0175,1.8e-05,0.114,0.225,139.969,4.0,No Time (feat. Gunna),Playboi Carti,699OTQXzgjhIYAHMy9RyPD,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",62.0,No Time (feat. Gunna),Playboi Carti,699OTQXzgjhIYAHMy9RyPD,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",62.0,1.2595476024479044,2
1318,spotify:track:2vcdlFDuB7tjdYTCf0u6AL,275.425,0.74,0.632,3.0,-6.153,0.0,0.164,0.586,0.0,0.114,0.844,96.005,4.0,Dark Hearted,Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'underground hip hop']",32.0,Dark Hearted,Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'underground hip hop']",32.0,1.3379823270229438,1
3170,spotify:track:76Uj0ErQdC2JA7Jh2PlCKV,275.222,0.562,0.563,6.0,-10.214,0.0,0.471,0.297,0.0,0.0936,0.298,67.807,5.0,U Turn,Calboy,0HkcYmcjrBR3SCw9Ld5VZk,"['chicago rap', 'melodic rap']",0.0,U Turn,Calboy,0HkcYmcjrBR3SCw9Ld5VZk,"['chicago rap', 'melodic rap']",0.0,0.9999963665827346,1
1424,spotify:track:3BoPOp7YNORLqMUjE5XAh9,275.146,0.723,0.768,0.0,-5.469,0.0,0.0586,0.145,0.0,0.172,0.526,142.022,4.0,Big On Big,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.0,Big On Big,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.0,0.9461887109087533,1
1045,spotify:track:2KokOIKdw4zZutDil85Ugh,274.10699999999997,0.827,0.591,5.0,-7.504,0.0,0.0745,0.0307,0.0,0.274,0.402,142.112,4.0,White Sand,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",48.0,White Sand,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",48.0,1.3513791998422362,2
1348,spotify:track:2zF88owfTamTQbJWmP6BTP,274.092,0.76,0.664,11.0,-7.381,0.0,0.046,0.0629,0.0609,0.0898,0.874,104.016,4.0,Mean It,6LACK,4IVAbR2w4JJNJDDRFP3E83,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",19.0,Mean It,6LACK,4IVAbR2w4JJNJDDRFP3E83,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",19.0,1.8965417029933158,1
1379,spotify:track:34D6FJysnQioVingDKufuf,273.577,0.507,0.429,2.0,-7.726,1.0,0.326,0.0518,0.0,0.109,0.0744,91.0,3.0,N 2 Deep,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",64.0,N 2 Deep,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",64.0,0.9999963447353224,2
69,spotify:track:0AAVJIN4plafvmNKqRCltG,271.84,0.911,0.573,2.0,-5.573,1.0,0.163,0.0112,5.83e-05,0.131,0.145,144.026,4.0,I'M DAT N****,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",60.0,I'M DAT N****,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",60.0,1.0,1
599,spotify:track:1Ktsil4bC4hYRWlqMG4qK3,271.493,0.781,0.628,6.0,-5.765,0.0,0.0689,0.0923,0.00146,0.227,0.362,122.024,4.0,Million,Tink,4v6XOdonnfpdTKTRJArG7v,"['chicago rap', 'drill', 'trap queen']",45.0,Million,Tink,4v6XOdonnfpdTKTRJArG7v,"['chicago rap', 'drill', 'trap queen']",45.0,1.0,1
1838,spotify:track:47Ad1NzqPuUFbCIURd94Oj,271.27366666666666,0.672,0.391,4.0,-9.939,0.0,0.0723,0.426,0.0,0.24,0.106,79.971,4.0,North Star (feat. CeeLo Green),Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",39.0,North Star (feat. CeeLo Green),Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",39.0,1.1038198668885644,3
2283,spotify:track:52eIcoLUM25zbQupAZYoFh,270.697,0.625,0.733,2.0,-8.757,1.0,0.0488,0.00598,0.000983,0.375,0.244,172.09,4.0,redrum,21 Savage,1URnnhqYAYcrqrcwql10ft,"['atl hip hop', 'hip hop', 'rap']",81.0,redrum,21 Savage,1URnnhqYAYcrqrcwql10ft,"['atl hip hop', 'hip hop', 'rap']",81.0,0.9999963058463677,1
2384,spotify:track:5I9ToLsF7Rrt9PZ71uk0Qq,270.243,0.792,0.43,0.0,-5.605,0.0,0.0776,0.0027,0.0,0.232,0.0951,151.991,4.0,Early Morning Trappin (feat. Trippie Redd),Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",42.0,Early Morning Trappin (feat. Trippie Redd),Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",42.0,1.3434966119642653,1
1086,spotify:track:2Q3jFbyE61mCjS3SkW4toJ,269.883,0.488,0.635,10.0,-7.19,1.0,0.26,0.179,8.16e-06,0.156,0.783,174.072,4.0,Race My Mind,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",64.0,Race My Mind,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",64.0,0.9999962947043914,2
1884,spotify:track:4CIyxiObT9G35HrSItAblR,269.77366666666666,0.727,0.637,8.0,-5.185,1.0,0.0779,0.0684,0.000294,0.131,0.215,131.997,3.0,HVN ON EARTH (with Kodak Black),Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,"['melodic rap', 'pluggnb', 'rap']",66.0,HVN ON EARTH (with Kodak Black),Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,"['melodic rap', 'pluggnb', 'rap']",66.0,1.4283563650482693,3
1009,spotify:track:2H8jWuNmluerTEsuh8Gu6y,269.686,0.7,0.572,4.0,-6.459,1.0,0.0515,0.453,0.0,0.0871,0.686,109.985,4.0,Jail pt 2,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",52.0,Jail pt 2,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",52.0,0.90803367003367,3
2616,spotify:track:5rIjbX7rQMj8Gh9Oxd4Vrc,269.248,0.793,0.639,7.0,-6.476,0.0,0.226,0.414,0.0,0.132,0.596,142.988,4.0,Light It Up (feat. Pop Smoke),Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",47.0,Light It Up (feat. Pop Smoke),Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",47.0,0.9999962859657787,1
1294,spotify:track:2sNrTfdjbYiLL5xtYwUALB,269.08099999999996,0.796,0.357,1.0,-11.678,1.0,0.344,0.0075,0.0,0.0966,0.454,150.039,4.0,Icey,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",41.0,Icey,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",41.0,1.1590974684144097,3
1757,spotify:track:3wAI7MIQtTgwcRmwchPZBc,268.946,0.656,0.564,1.0,-8.925,0.0,0.0883,0.0167,1.48e-06,0.165,0.251,150.012,4.0,Go Legend (& Metro Boomin),Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",49.0,Go Legend (& Metro Boomin),Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",49.0,0.9999962817952981,1
1072,spotify:track:2OaKHGvIxoOzIYjyMsxcT8,267.529,0.914,0.415,6.0,-10.708,1.0,0.464,0.0536,0.0,0.131,0.646,135.03,4.0,3 Headed Snake (feat. Young Thug),Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",55.0,3 Headed Snake (feat. Young Thug),Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",55.0,1.1055145767474535,2
2585,spotify:track:5mCPDVBb16L4XQwDdbRUpz,265.812,0.809,0.463,11.0,-11.377,1.0,0.0396,0.256,0.085,0.109,0.364,111.98,4.0,Passionfruit,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80.0,Passionfruit,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80.0,0.8891788011681236,5
2561,spotify:track:5ihDGnhQgMA0F0tk9fNLlA,265.213,0.861,0.448,2.0,-8.256,1.0,0.111,0.00761,0.000408,0.0902,0.0487,125.022,4.0,Thought It Was a Drought,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",61.0,Thought It Was a Drought,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",61.0,1.0,2
506,spotify:track:18vfufHymhqpdaoE1ApnLT,264.54067741935484,0.588,0.402,10.0,-10.812,1.0,0.251,0.181,0.0,0.121,0.216,175.667,4.0,die alone (feat. Yung Bleu),Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",0.0,die alone (feat. Yung Bleu),Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",0.0,1.0102100586150786,31
3223,spotify:track:7Cj3tnMCpXpHgE8CIISbGq,264.508,0.772,0.48,6.0,-11.392,0.0,0.46,0.242,0.0,0.0975,0.339,91.047,4.0,Bloody Canvas,Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",52.0,Bloody Canvas,Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",52.0,0.9966240147096501,3
1029,spotify:track:2IwbW2jd0Ncv99Aroe77Ru,264.299,0.355,0.245,1.0,-13.475,0.0,0.0358,0.801,9.11e-05,0.112,0.162,173.329,4.0,Crown,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.0,Crown,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.0,1.0,1
245,spotify:track:0ZB5pdrM1leH58IgokDPZM,264.13,0.65,0.839,8.0,-4.428,0.0,0.18,0.572,7.12e-05,0.219,0.846,87.39,4.0,Stories About My Brother,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",61.0,Stories About My Brother,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",61.0,1.0,1
702,spotify:track:1cCXT1cErAY6tmIqHbodrt,264.11,0.473,0.53,0.0,-8.506,1.0,0.249,0.812,6.92e-06,0.227,0.637,74.732,3.0,The Remorse,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",55.0,The Remorse,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",55.0,0.7519788166960879,1
1418,spotify:track:3AV5GK7R0dZa0HTwDg8yDU,263.5156,0.443,0.743,1.0,-6.068,1.0,0.125,0.104,1.97e-05,0.106,0.413,86.98,4.0,Emerald / Burgundy (feat. Juvenile & Juicy J),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",40.0,Emerald / Burgundy (feat. Juvenile & Juicy J),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",40.0,0.659910848442352,5
1187,spotify:track:2dk1fsLg7YEsKJdVm4P5cu,263.449,0.242,0.897,3.0,-4.018,1.0,0.191,0.179,0.0,0.176,0.446,80.297,4.0,Saturday Mornings (feat. Lil Wayne),Cordae,0huGjMyP507tBCARyzSkrv,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",59.0,Saturday Mornings (feat. Lil Wayne),Cordae,0huGjMyP507tBCARyzSkrv,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",59.0,0.9999962042133232,1
2026,spotify:track:4Uoc2mSkjXENcUWhSTNm2I,263.36,0.787,0.646,7.0,-7.792,1.0,0.101,0.0504,2.47e-05,0.104,0.426,117.969,4.0,Too Good,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",47.0,Too Good,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",47.0,1.0,1
1097,spotify:track:2RPbEp0DyBVlkRvvYKopO7,263.32,0.706,0.688,1.0,-6.357,1.0,0.269,0.151,0.0,0.466,0.313,125.966,4.0,Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",66.0,Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",66.0,0.7960505830106142,1
2801,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,263.013,0.652,0.678,2.0,-6.183,1.0,0.0541,0.183,3.26e-05,0.106,0.28,72.989,4.0,OTW,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",68.0,OTW,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",68.0,0.9999961979210231,1
1659,spotify:track:3fcX3E9l1gVnfKeWaEzHHv,262.73,0.827,0.439,9.0,-10.278,0.0,0.0784,0.0743,0.0,0.106,0.463,134.961,4.0,Love Galore (Alt Version),SZA,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'r&b', 'rap']",59.0,Love Galore (Alt Version),SZA,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'r&b', 'rap']",59.0,0.9596461366508631,1
2306,spotify:track:55VwJauY4a1oV5VbNLJo2p,262.587,0.408,0.535,2.0,-11.005,1.0,0.265,0.402,0.0,0.357,0.467,136.337,4.0,"ON THE RADAR CONCRETE CYPHER (feat. Lil Yachty, Camo!, KARRAHBOOO, Dc2trill, Draft Day)",Concrete Boys,0gUhWNBM04NdCAxYUWlSPJ,[],55.0,"ON THE RADAR CONCRETE CYPHER (feat. Lil Yachty, Camo!, KARRAHBOOO, Dc2trill, Draft Day)",Concrete Boys,0gUhWNBM04NdCAxYUWlSPJ,[],55.0,0.753674560645678,2
2076,spotify:track:4c2xt1trwYZpMqPWY35Xi9,262.453,0.764,0.271,0.0,-5.697,1.0,0.0414,0.037,0.0,0.175,0.0371,116.019,4.0,Jaded,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",67.0,Jaded,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",67.0,1.0,1
2023,spotify:track:4UaWrzY75h1tAvlxa4NKP9,262.17,0.645,0.606,10.0,-8.074,0.0,0.512,0.292,0.0,0.129,0.121,118.8,4.0,Blessings - Extended Version,Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",47.0,Blessings - Extended Version,Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",47.0,0.8682275798118957,1
1051,spotify:track:2LHtu3z8Xa9AToxLRlLm1g,262.081,0.416,0.502,8.0,-11.547,0.0,0.0852,0.474,0.0488,0.108,0.242,145.999,4.0,C o n t r o l,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['r&b', 'rap', 'urban contemporary']",60.0,C o n t r o l,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['r&b', 'rap', 'urban contemporary']",60.0,1.0,1
1002,spotify:track:2GWMfWHvLixgTo9s5NGn3w,261.238,0.745,0.318,6.0,-10.635,1.0,0.0511,0.478,0.1,0.113,0.134,120.056,4.0,Still Dreaming,Raveena,2kQnsbKnIiMahOetwlfcaS,"['alternative r&b', 'indie soul']",49.0,Still Dreaming,Raveena,2kQnsbKnIiMahOetwlfcaS,"['alternative r&b', 'indie soul']",49.0,1.0,1
438,spotify:track:0z6aLSVOKcrq5UuCjzEw5z,260.826,0.729,0.444,7.0,-10.245,1.0,0.114,0.487,0.00822,0.121,0.362,84.959,4.0,Time Flies,Raveena,2kQnsbKnIiMahOetwlfcaS,"['alternative r&b', 'indie soul']",23.0,Time Flies,Raveena,2kQnsbKnIiMahOetwlfcaS,"['alternative r&b', 'indie soul']",23.0,0.9999961660410924,1
1908,spotify:track:4ElQJrglZ2n4SQiVuMigjk,259.653,0.51,0.234,3.0,-14.469,1.0,0.0373,0.925,0.794,0.0736,0.138,91.919,4.0,6am,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,6am,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,1.0,1
1192,spotify:track:2f6XgHvd1kW7cC68Q2jZtv,259.52,0.816,0.674,1.0,-7.258,1.0,0.239,0.116,3.37e-06,0.353,0.451,133.045,4.0,Extendo (feat. Lil Uzi Vert),Young Nudy,5yPzzu25VzEk8qrGTLIrE1,"['pluggnb', 'rap', 'southern hip hop', 'trap']",27.0,Extendo (feat. Lil Uzi Vert),Young Nudy,5yPzzu25VzEk8qrGTLIrE1,"['pluggnb', 'rap', 'southern hip hop', 'trap']",27.0,1.0,1
